feature1,feature2,competing_rmst,competing_interaction_score,string_evidence,biogrid_evidence
ITGAE,TRIM13,346.18942,151.90567,0,0
RRP12,PGRMC1,299.87301,151.89251,0,0
GADD45A,ATF5,352.47117,151.88219,1,0
TSTA3,WDTC1,325.98305,151.87173,0,0
MFSD10,RPF1,305.27031,151.86195,0,0
TTF1,BUB1B,280.22444,151.85947,0,0
PSIP1,CEBPD,257.87326,151.85923,0,0
MBOAT7,PRUNE,296.59382,151.84755,0,0
TGDS,SLC2A6,310.35485,151.84708,1,0
ATP11B,NVL,297.20492,151.84245,0,0
CDK1,DDX42,262.48666,151.81301,0,0
UFM1,TOP2A,305.34882,151.77602,0,0
DYNLT3,CRELD2,306.08347,151.71932,0,0
MTFR1,TSTA3,313.69445,151.70076,1,0
CSK,PSIP1,240.73413,151.67603,0,0
GNAS,TJP1,310.076,151.67212,1,0
CD44,GFPT1,241.72023,151.62917,1,0
BAG3,MTERF3,305.26384,151.62852,0,0
CNPY3,ABCF1,265.03965,151.52468,0,0
MTHFD2,ADO,305.92174,151.51388,0,0
USP1,NUP62,277.96783,151.50352,0,0
GNAS,TMED10,294.71296,151.50055,0,0
STX1A,RRAGA,318.2194,151.48789,0,0
TPD52L2,CLSTN1,314.31597,151.46165,0,0
MCM3,TOP2A,249.1723,151.45738,1,0
NUDCD3,RRP12,279.44078,151.42834,0,0
TOMM22,TSTA3,313.41463,151.42094,0,0
PSMD10,DLGAP5,258.83537,151.40978,1,0
ITGAE,RRAGA,318.13389,151.40238,0,0
TPD52L2,PHF2,248.02381,151.39821,0,0
TPD52L2,TM9SF2,331.346,151.37908,0,0
TXNDC9,TOP2A,249.09201,151.37709,0,0
CD44,TGDS,278.45144,151.37522,0,0
IL4R,TJP1,309.77824,151.37436,0,0
CDC45,SACM1L,295.14782,151.37285,0,0
TEX10,MYC,269.65123,151.35954,1,1
CHERP,BIRC5,324.91681,151.34766,0,0
LRRC40,TSTA3,332.40524,151.33982,0,0
GRB10,MFSD10,341.927,151.30463,0,0
BIRC5,YME1L1,324.85905,151.2899,0,0
SEC24C,MLLT11,300.3695,151.28016,0,0
TRAM2,MYO10,216.90037,151.27045,0,0
PANK2,GTF2E2,246.18767,151.25687,1,0
GNAS,PSMD5,287.10229,151.21758,0,0
BID,DCK,330.49616,151.20717,0,0
MTHFD2,NOLC1,305.6074,151.19954,1,0
SPEN,CCNF,343.10803,151.19775,0,0
CD44,RAB1B,277.2975,151.18582,0,0
SEC61A2,ZNF586,333.52412,151.17448,0,0
SMC3,CCNA2,319.23485,151.17097,1,0
DSE,PSIP1,240.22646,151.16836,0,0
USP6NL,MLLT11,297.6831,151.16301,0,0
CDK2,GFPT1,247.00939,151.15109,0,0
PANK2,BACE2,246.04904,151.11824,0,0
CNPY3,RSU1,334.62386,151.1166,0,0
ATP2C1,MLLT11,286.8572,151.10052,0,0
TEX10,PMAIP1,301.19053,151.09647,0,0
SMARCC1,TUBB6,271.66487,151.09271,0,0
SMYD3,DUSP14,242.58466,151.09132,0,0
NCAPD2,DNTTIP2,252.48853,151.08509,0,0
TM9SF3,MAST2,240.9747,151.08252,0,0
TRIB3,RPA3,343.40127,151.07289,0,0
MBTPS1,NUP62,311.30759,151.05219,0,0
SLC2A6,ZNF395,309.54931,151.04154,0,0
TRIB3,CETN3,343.3455,151.01712,1,0
ZNF451,BUB1B,279.37064,151.00567,0,0
FBRS,PSIP1,240.04859,150.99049,0,0
TSPAN6,LAGE3,313.85534,150.95622,0,0
CDK2,APBB2,277.14363,150.94866,1,0
RRP12,EBNA1BP2,278.95764,150.9452,1,0
CD44,UTP14A,241.02078,150.92972,0,0
MICALL1,TUBB6,261.38535,150.91948,1,0
RRP12,MAD2L1BP,284.99724,150.90058,0,0
DNAJB6,ARL4C,251.06565,150.89236,0,0
XPO7,CCNA2,318.66368,150.86424,0,0
SLC2A6,ZER1,309.36721,150.85944,0,0
TJP1,ARHGEF2,309.24501,150.84113,1,0
TMED10,MLLT11,294.05298,150.84057,0,0
TOR1A,TWF2,262.34191,150.81379,0,0
TRIB3,PEX11A,383.5346,150.79604,0,0
P4HA2,ENTPD6,253.4688,150.79595,0,0
YBX3,NR3C1,318.66014,150.73072,0,0
MCOLN1,DLGAP5,255.22525,150.72672,0,0
TMEM5,KIF2C,302.49857,150.71633,0,0
SCCPDH,ARL4C,253.36114,150.69538,0,0
STX1A,NUDT9,328.10109,150.67454,0,0
TIMELESS,FAM3C,265.80871,150.64503,0,0
TSTA3,COPB2,312.63648,150.64279,0,0
POLE2,AKT1,303.15977,150.63159,0,0
TUBB6,USP7,287.99422,150.62621,0,0
STAMBP,PSRC1,276.26827,150.60604,0,0
TARBP1,SRRM1,226.02755,150.58612,0,0
TM9SF3,GTF2E2,240.45719,150.56501,0,0
CEP55,ATMIN,301.92961,150.55512,0,0
TM9SF3,ENTPD6,253.22339,150.55054,0,0
ARFIP2,MLLT11,273.02383,150.542,0,0
CTCF,ATF5,363.21997,150.52476,0,0
TPD52L2,HS2ST1,289.39761,150.52474,0,0
TOP2A,PRPF4,299.89726,150.50793,0,0
ORC1,PANK2,245.41989,150.48909,0,0
TPD52L2,HAT1,286.78974,150.48879,0,0
ITGAE,TJP1,310.24116,150.48737,1,0
ANO10,TUBB6,260.94185,150.47598,0,0
LSM6,C2CD2L,241.25954,150.46999,0,0
GNAS,TMEM109,296.72117,150.45636,0,0
ARL4C,PNP,258.96774,150.45137,0,0
G3BP1,MLLT11,273.55017,150.44708,0,0
YBX3,SMARCC1,278.70887,150.43866,0,0
ANKRD10,CIRBP,326.53126,150.43773,0,0
H2AFV,YKT6,286.04408,150.41574,1,0
RAD23B,TUBB6,292.68228,150.39271,1,0
TM9SF3,MTERF3,240.26703,150.37485,0,0
PANK2,CD14,245.29702,150.36622,0,0
ELAVL1,GNAS,276.75661,150.35778,1,0
FADD,BACE2,223.38442,150.35557,0,0
FAM3C,ENTPD6,265.49715,150.33347,0,0
PSIP1,GTF2E2,239.39125,150.33315,1,0
ADAM10,PMAIP1,320.41673,150.30973,0,0
KDM5B,CEP55,301.6811,150.30661,0,0
ZER1,SKIV2L,286.52571,150.28932,0,0
CAPN1,CD44,289.41981,150.28089,0,0
BAZ1B,KIF14,296.29713,150.25731,1,1
GPC1,PEPD,306.62036,150.22764,0,0
GABPB1,CDK2,246.08261,150.22431,0,0
BUB1B,TMED10,293.42246,150.21005,0,0
BIRC5,ABL1,323.77227,150.20312,1,0
GRN,CDC45,249.31126,150.19948,0,0
EZH2,PHF2,253.73538,150.19773,1,0
NFE2L2,ATF5,350.74252,150.15354,1,0
MAD2L1BP,BUB1B,284.21792,150.12126,1,1
GNAS,MCOLN1,276.51062,150.11179,0,0
PDS5B,ARL4C,336.93336,150.09884,0,0
TPD52L2,COPB2,276.65061,150.08839,0,0
TCERG1,ZER1,286.31332,150.07693,0,0
TIMELESS,TLK2,250.88335,150.07581,0,0
TIMELESS,HDAC2,228.79056,150.06877,1,0
YBX3,CAMSAP2,278.33272,150.06251,0,0
TSTA3,FIS1,312.05614,150.06245,1,0
BLMH,SNRPF,273.41397,150.06101,0,0
CD58,FANCA,241.81203,150.05827,0,0
CCNA2,NGRN,220.38361,150.05521,0,0
TPD52L2,TLK2,250.85547,150.04793,0,0
DLGAP5,CHCHD7,240.85449,150.0241,0,0
NUDCD3,TUBB6,271.98354,150.01764,0,0
STX1A,EPHB4,344.76162,150.01675,0,0
ECHDC1,BUB1B,299.02353,150.01645,0,0
TEX10,IFRD2,268.29699,150.0053,0,0
CD44,PHKB,351.68415,150.00123,0,0
CEP55,LSM6,301.36346,149.98897,0,0
ENTPD6,VDAC1,288.41082,149.98892,0,0
CRELD2,FAM3C,304.35046,149.98631,0,0
CMPK1,DUSP14,258.00023,149.95292,0,0
BIRC5,PSIP1,323.51857,149.94942,0,0
YKT6,TMED10,293.15635,149.94394,1,0
TSTA3,CLSTN1,312.79751,149.94319,0,0
ATP11B,MLLT11,295.30334,149.94087,0,0
BID,KTN1,296.09447,149.94028,0,0
CDKN1A,MBOAT7,295.57025,149.92444,0,0
CCNA2,PLEKHM1,229.60739,149.9195,0,0
HAT1,BACE2,286.21007,149.90912,0,0
IL4R,CLSTN1,312.73454,149.88022,0,0
PLP2,KIF1BP,324.13883,149.84201,0,0
ENOPH1,BTG3,250.48095,149.83776,0,0
CCNA2,DDX42,253.57307,149.83649,0,0
CDC45,TMED10,293.03961,149.8272,0,0
SACM1L,MLLT11,293.59488,149.81991,0,0
TSTA3,HMGCL,337.80698,149.77533,0,0
MTHFD2,DNTTIP2,304.17909,149.77123,0,0
MTHFD2,TSN,304.17292,149.76506,0,0
NCOA3,CCNF,330.92281,149.76473,0,0
NUP88,TOP2A,247.47272,149.7578,1,0
MRPS16,ARL4C,249.92461,149.75132,1,0
H2AFV,CALU,285.36603,149.73769,0,0
MBTPS1,RNPS1,309.96316,149.70776,0,0
TTF1,TSEN2,261.15023,149.68213,0,0
TRIB3,BCL2,361.52938,149.67027,1,0
ATP11B,CDK1,294.99485,149.63238,0,0
ECHDC1,DLGAP5,298.59763,149.59055,0,0
NUP88,CDK1,260.2599,149.58625,1,0
KIF20A,PHF2,337.96645,149.56964,0,0
SNX11,GNAS,276.32474,149.55754,0,0
NUP88,TIMELESS,228.27191,149.55012,0,0
CLPX,TUBB6,309.92297,149.54197,0,0
CDC45,ZNF318,248.61831,149.50653,0,0
PLP2,SMNDC1,264.26623,149.50175,0,0
MBOAT7,TIMM22,290.12742,149.49023,0,0
NCAPD2,NOLC1,218.37368,149.48807,1,0
NUDCD3,CCNF,320.89083,149.47622,0,0
YBX3,APBB2,277.74097,149.47076,0,0
TUBB6,UBQLN2,303.53573,149.46644,1,1
MBNL2,BACE2,300.87639,149.4552,0,0
MARK4,GNAS,275.84376,149.44493,0,0
CD44,TP53BP2,239.533,149.44194,0,0
SCCPDH,MTERF3,252.10602,149.44026,0,0
ITGAE,CLSTN1,312.29334,149.43902,0,0
SMNDC1,TWF2,260.93948,149.41136,0,0
TPD52L2,ZNF318,242.78666,149.39419,0,0
MICALL1,CENPE,255.8416,149.3889,0,0
TPM1,BACE2,291.77557,149.38701,0,0
BLMH,TIMELESS,272.2938,149.36654,0,0
ITGAE,CASC3,309.10874,149.35495,0,0
TTF1,CCNF,320.76394,149.34933,0,0
MCOLN1,PARN,253.84196,149.34343,0,0
TPD52L2,ZNF629,285.99314,149.32448,0,0
RAB1B,CRELD2,303.68855,149.3244,0,0
ATG3,PYCR1,364.40973,149.31843,0,0
HDAC4,BACE2,222.30508,149.27623,0,0
SLC5A6,HS2ST1,309.17836,149.27107,0,0
USP1,ATF5,349.85777,149.26879,0,0
MTHFD2,USP7,303.64331,149.23545,0,0
ITGAE,DUSP11,360.62952,149.22716,0,0
BUB1B,PHF2,277.56319,149.19822,0,0
CASC3,CEP55,300.56385,149.18936,0,0
CCNB2,PTEN,343.98709,149.18518,1,0
DLGAP5,TP53BP2,230.44548,149.17991,0,0
SLC2A6,PSIP1,307.67985,149.17208,0,0
TPD52L2,RNMT,306.90494,149.1571,0,0
NUCB2,PSIP1,238.18427,149.12617,0,0
SLC2A6,PIP4K2B,307.58696,149.07919,0,0
CDC45,RTCA,251.34239,149.07719,0,0
RAI14,SNRPF,272.42866,149.0757,0,0
TGDS,CCNA2,276.14959,149.07337,0,0
PDS5A,CCNF,320.47851,149.0639,0,0
MBOAT7,ATMIN,299.12571,149.04776,0,0
RAB21,TRIB3,342.31736,149.04496,0,0
DFNB31,OXA1L,258.6986,149.0405,0,0
TTF1,IGHMBP2,260.48423,149.01613,0,0
TTF1,EML3,260.48391,149.01581,0,0
TIMELESS,TEX10,267.30586,149.01417,0,0
ITGAE,UVRAG,338.34185,149.01195,0,0
TIMELESS,TES,239.10722,148.97969,0,0
ENOPH1,DUSP14,249.5971,148.95391,0,0
SCCPDH,CCNF,320.36783,148.95322,0,0
CDC45,TMEM5,283.90651,148.94534,0,0
TEX10,SNRPF,272.27867,148.92571,0,0
MBTPS1,ENTPD6,309.16489,148.90949,0,0
ITGAE,PHF2,308.62482,148.87103,0,0
BECN1,TWF2,286.36941,148.85884,0,0
TTF1,TWF2,260.38229,148.85417,0,0
RAD9A,FOXO4,366.56043,148.84352,0,0
TBC1D31,PHF2,245.45635,148.83075,0,0
BIRC5,LSM6,322.3957,148.82655,0,0
YKT6,PSIP1,239.5507,148.82233,0,0
